data_execucao,nome_automacao,cliente,status,tipo_erro,duracao_segundos,impacto_horas
2026-01-02 09:03:25,exportacao_dados_erp,Varejo Online SA,sucesso,,23,0.0
2026-01-02 09:03:41,atualizacao_cadastro_clientes,Varejo Online SA,falha,servidor_indisponivel,14,2.58
2026-01-02 09:04:34,sincronizacao_crm,Indústria Metalplas,sucesso,,30,0.0
2026-01-02 09:42:27,exportacao_dados_erp,Logística Express,sucesso,,11,0.0
2026-01-02 10:16:07,importacao_nf_fiscal,Clínica Bem Estar,sucesso,,25,0.0
2026-01-02 11:03:32,importacao_nf_fiscal,Varejo Online SA,falha,erro_formato_dados,79,2.11
2026-01-02 11:24:00,monitoramento_sla,Farmácia Saúde Total,sucesso,,37,0.0
2026-01-02 11:26:31,conciliacao_bancaria,Distribuidora Sul,sucesso,,11,0.0
2026-01-02 12:12:34,conciliacao_bancaria,Distribuidora Sul,sucesso,,25,0.0
2026-01-02 12:18:13,relatorio_mensal_clientes,Indústria Metalplas,sucesso,,11,0.0
2026-01-02 12:42:45,exportacao_dados_erp,Distribuidora Sul,sucesso,,16,0.0
2026-01-02 13:04:57,relatorio_mensal_clientes,Varejo Online SA,sucesso,,40,0.0
2026-01-02 13:17:42,conciliacao_bancaria,Distribuidora Sul,sucesso,,44,0.0
2026-01-02 13:25:07,envio_relatorio_gerencial,Distribuidora Sul,sucesso,,10,0.0
2026-01-02 13:37:14,relatorio_mensal_clientes,Construtora Horizonte,sucesso,,11,0.0
2026-01-02 15:27:44,atualizacao_cadastro_clientes,Clínica Bem Estar,sucesso,,17,0.0
2026-01-02 15:29:20,importacao_nf_fiscal,Construtora Horizonte,sucesso,,44,0.0
2026-01-02 15:38:13,exportacao_dados_erp,Distribuidora Sul,sucesso,,24,0.0
2026-01-02 16:03:03,envio_relatorio_gerencial,Logística Express,sucesso,,41,0.0
2026-01-02 20:15:55,importacao_nf_fiscal,Logística Express,sucesso,,43,0.0
2026-01-02 21:15:50,conciliacao_bancaria,Varejo Online SA,sucesso,,14,0.0
2026-01-02 22:00:42,atualizacao_cadastro_clientes,Farmácia Saúde Total,sucesso,,14,0.0
2026-01-02 22:31:16,relatorio_mensal_clientes,Construtora Horizonte,sucesso,,25,0.0
2026-01-03 06:19:18,sincronizacao_crm,Logística Express,sucesso,,28,0.0
2026-01-03 07:06:38,monitoramento_sla,Farmácia Saúde Total,sucesso,,28,0.0
2026-01-03 07:19:23,relatorio_mensal_clientes,Farmácia Saúde Total,sucesso,,23,0.0
2026-01-03 07:53:23,envio_relatorio_gerencial,Indústria Metalplas,sucesso,,16,0.0
2026-01-03 07:54:30,sincronizacao_crm,Distribuidora Sul,sucesso,,37,0.0
2026-01-03 08:18:32,envio_relatorio_gerencial,Farmácia Saúde Total,sucesso,,23,0.0
2026-01-03 08:29:26,envio_relatorio_gerencial,Distribuidora Sul,sucesso,,32,0.0
2026-01-03 08:49:17,exportacao_dados_erp,Clínica Bem Estar,sucesso,,42,0.0
2026-01-03 09:22:49,atualizacao_cadastro_clientes,Varejo Online SA,sucesso,,17,0.0
2026-01-03 09:46:57,geracao_proposta_comercial,Indústria Metalplas,sucesso,,34,0.0
2026-01-03 10:51:29,atualizacao_cadastro_clientes,Indústria Metalplas,sucesso,,36,0.0
2026-01-03 12:23:27,importacao_nf_fiscal,Clínica Bem Estar,sucesso,,28,0.0
2026-01-03 13:55:10,envio_email_cobranca,Logística Express,falha,erro_formato_dados,97,2.4
2026-01-03 14:02:45,monitoramento_sla,Construtora Horizonte,sucesso,,42,0.0
2026-01-03 15:14:51,sincronizacao_crm,Distribuidora Sul,falha,limite_api_atingido,34,1.93
2026-01-03 16:01:07,geracao_proposta_comercial,Distribuidora Sul,sucesso,,24,0.0
2026-01-03 16:25:44,geracao_proposta_comercial,Indústria Metalplas,sucesso,,34,0.0
2026-01-03 17:19:52,sincronizacao_crm,Distribuidora Sul,falha,limite_api_atingido,27,1.15
2026-01-03 18:43:47,envio_email_cobranca,Indústria Metalplas,sucesso,,33,0.0
2026-01-03 19:14:11,atualizacao_cadastro_clientes,Logística Express,falha,servidor_indisponivel,34,0.58
2026-01-03 19:35:00,importacao_nf_fiscal,Construtora Horizonte,sucesso,,17,0.0
2026-01-03 19:38:32,importacao_nf_fiscal,Logística Express,sucesso,,20,0.0
2026-01-03 19:51:42,sincronizacao_crm,Farmácia Saúde Total,falha,credencial_expirada,92,1.3
2026-01-03 20:28:28,sincronizacao_crm,Indústria Metalplas,sucesso,,18,0.0
2026-01-03 21:25:15,envio_email_cobranca,Clínica Bem Estar,sucesso,,14,0.0
2026-01-04 06:47:34,relatorio_mensal_clientes,Farmácia Saúde Total,sucesso,,12,0.0
2026-01-04 06:54:56,envio_relatorio_gerencial,Logística Express,sucesso,,30,0.0
2026-01-04 07:22:34,monitoramento_sla,Clínica Bem Estar,sucesso,,40,0.0
2026-01-04 07:48:01,sincronizacao_crm,Distribuidora Sul,sucesso,,17,0.0
2026-01-04 08:41:27,envio_email_cobranca,Varejo Online SA,sucesso,,11,0.0
2026-01-04 09:44:49,geracao_proposta_comercial,Varejo Online SA,sucesso,,15,0.0
2026-01-04 10:39:34,relatorio_mensal_clientes,Logística Express,sucesso,,9,0.0
2026-01-04 10:45:13,importacao_nf_fiscal,Logística Express,sucesso,,42,0.0
2026-01-04 11:19:06,envio_relatorio_gerencial,Construtora Horizonte,sucesso,,44,0.0
2026-01-04 13:08:30,importacao_nf_fiscal,Indústria Metalplas,sucesso,,37,0.0
2026-01-04 13:17:21,exportacao_dados_erp,Indústria Metalplas,falha,servidor_indisponivel,22,1.3
2026-01-04 13:31:14,geracao_proposta_comercial,Logística Express,sucesso,,32,0.0
2026-01-04 14:20:54,sincronizacao_crm,Varejo Online SA,sucesso,,25,0.0
2026-01-04 14:24:20,sincronizacao_crm,Logística Express,sucesso,,32,0.0
2026-01-04 14:39:51,atualizacao_cadastro_clientes,Varejo Online SA,sucesso,,35,0.0
2026-01-04 14:48:53,monitoramento_sla,Farmácia Saúde Total,sucesso,,38,0.0
2026-01-04 14:49:23,envio_email_cobranca,Indústria Metalplas,sucesso,,15,0.0
2026-01-04 15:48:24,monitoramento_sla,Indústria Metalplas,sucesso,,42,0.0
2026-01-04 16:00:54,monitoramento_sla,Varejo Online SA,sucesso,,35,0.0
2026-01-04 16:42:43,monitoramento_sla,Clínica Bem Estar,sucesso,,37,0.0
2026-01-04 17:40:57,conciliacao_bancaria,Clínica Bem Estar,falha,servidor_indisponivel,25,1.68
2026-01-04 18:25:45,sincronizacao_crm,Construtora Horizonte,sucesso,,23,0.0
2026-01-04 20:15:48,conciliacao_bancaria,Indústria Metalplas,sucesso,,32,0.0
2026-01-04 20:16:48,sincronizacao_crm,Varejo Online SA,sucesso,,41,0.0
2026-01-04 20:26:03,sincronizacao_crm,Varejo Online SA,sucesso,,45,0.0
2026-01-04 21:40:15,geracao_proposta_comercial,Logística Express,sucesso,,26,0.0
2026-01-04 22:27:53,atualizacao_cadastro_clientes,Logística Express,sucesso,,38,0.0
2026-01-05 06:31:54,exportacao_dados_erp,Distribuidora Sul,sucesso,,30,0.0
2026-01-05 06:33:12,importacao_nf_fiscal,Distribuidora Sul,sucesso,,39,0.0
2026-01-05 07:09:09,envio_relatorio_gerencial,Farmácia Saúde Total,sucesso,,23,0.0
2026-01-05 08:43:14,geracao_proposta_comercial,Varejo Online SA,sucesso,,45,0.0
2026-01-05 09:35:48,monitoramento_sla,Indústria Metalplas,sucesso,,22,0.0
2026-01-05 09:46:12,exportacao_dados_erp,Construtora Horizonte,sucesso,,19,0.0
2026-01-05 11:35:04,envio_email_cobranca,Construtora Horizonte,sucesso,,38,0.0
2026-01-05 12:13:47,conciliacao_bancaria,Farmácia Saúde Total,sucesso,,41,0.0
2026-01-05 12:27:07,atualizacao_cadastro_clientes,Distribuidora Sul,sucesso,,25,0.0
2026-01-05 12:40:13,geracao_proposta_comercial,Clínica Bem Estar,sucesso,,23,0.0
2026-01-05 13:44:30,conciliacao_bancaria,Logística Express,sucesso,,13,0.0
2026-01-05 14:21:17,envio_relatorio_gerencial,Clínica Bem Estar,sucesso,,43,0.0
2026-01-05 15:00:45,atualizacao_cadastro_clientes,Distribuidora Sul,sucesso,,11,0.0
2026-01-05 15:02:14,geracao_proposta_comercial,Clínica Bem Estar,sucesso,,37,0.0
2026-01-05 15:06:53,sincronizacao_crm,Farmácia Saúde Total,sucesso,,19,0.0
2026-01-05 15:14:25,sincronizacao_crm,Farmácia Saúde Total,sucesso,,31,0.0
2026-01-05 15:30:30,conciliacao_bancaria,Farmácia Saúde Total,falha,timeout_conexao,9,2.84
2026-01-05 15:36:39,relatorio_mensal_clientes,Indústria Metalplas,sucesso,,14,0.0
2026-01-05 15:44:08,conciliacao_bancaria,Construtora Horizonte,sucesso,,44,0.0
2026-01-05 16:22:44,conciliacao_bancaria,Farmácia Saúde Total,sucesso,,22,0.0
2026-01-05 21:07:52,importacao_nf_fiscal,Logística Express,sucesso,,44,0.0
2026-01-05 21:35:33,exportacao_dados_erp,Logística Express,sucesso,,43,0.0
2026-01-05 22:24:28,conciliacao_bancaria,Farmácia Saúde Total,sucesso,,35,0.0
2026-01-06 06:48:43,geracao_proposta_comercial,Indústria Metalplas,falha,arquivo_nao_encontrado,99,1.54
2026-01-06 07:29:05,exportacao_dados_erp,Farmácia Saúde Total,sucesso,,33,0.0
2026-01-06 08:03:10,geracao_proposta_comercial,Indústria Metalplas,sucesso,,44,0.0
2026-01-06 08:30:22,monitoramento_sla,Farmácia Saúde Total,sucesso,,14,0.0
2026-01-06 09:01:40,envio_relatorio_gerencial,Varejo Online SA,sucesso,,18,0.0
2026-01-06 09:41:53,envio_email_cobranca,Logística Express,sucesso,,26,0.0
2026-01-06 10:55:04,geracao_proposta_comercial,Varejo Online SA,sucesso,,34,0.0
2026-01-06 11:21:26,conciliacao_bancaria,Farmácia Saúde Total,sucesso,,33,0.0
2026-01-06 12:17:35,envio_email_cobranca,Farmácia Saúde Total,sucesso,,39,0.0
2026-01-06 13:29:35,envio_email_cobranca,Logística Express,sucesso,,40,0.0
2026-01-06 14:01:05,sincronizacao_crm,Clínica Bem Estar,sucesso,,44,0.0
2026-01-06 14:32:34,conciliacao_bancaria,Logística Express,falha,timeout_conexao,8,2.27
2026-01-06 15:28:07,conciliacao_bancaria,Clínica Bem Estar,sucesso,,33,0.0
2026-01-06 15:35:00,atualizacao_cadastro_clientes,Logística Express,falha,timeout_conexao,110,1.52
2026-01-06 15:53:37,envio_relatorio_gerencial,Clínica Bem Estar,sucesso,,17,0.0
2026-01-06 16:59:50,atualizacao_cadastro_clientes,Farmácia Saúde Total,sucesso,,26,0.0
2026-01-06 20:58:17,envio_email_cobranca,Indústria Metalplas,sucesso,,39,0.0
2026-01-06 22:23:39,conciliacao_bancaria,Clínica Bem Estar,sucesso,,11,0.0
2026-01-06 22:45:17,monitoramento_sla,Varejo Online SA,sucesso,,38,0.0
2026-01-06 22:52:00,atualizacao_cadastro_clientes,Logística Express,sucesso,,20,0.0
2026-01-07 06:53:42,monitoramento_sla,Farmácia Saúde Total,falha,campo_obrigatorio_vazio,113,2.39
2026-01-07 07:20:47,conciliacao_bancaria,Clínica Bem Estar,sucesso,,32,0.0
2026-01-07 07:39:04,sincronizacao_crm,Clínica Bem Estar,sucesso,,26,0.0
2026-01-07 07:58:38,conciliacao_bancaria,Varejo Online SA,sucesso,,26,0.0
2026-01-07 08:30:50,geracao_proposta_comercial,Farmácia Saúde Total,sucesso,,33,0.0
2026-01-07 08:54:21,atualizacao_cadastro_clientes,Logística Express,sucesso,,39,0.0
2026-01-07 09:15:24,envio_relatorio_gerencial,Farmácia Saúde Total,sucesso,,26,0.0
2026-01-07 10:40:06,relatorio_mensal_clientes,Farmácia Saúde Total,sucesso,,10,0.0
2026-01-07 11:04:28,exportacao_dados_erp,Indústria Metalplas,sucesso,,35,0.0
2026-01-07 11:11:05,envio_relatorio_gerencial,Varejo Online SA,sucesso,,23,0.0
2026-01-07 11:12:08,atualizacao_cadastro_clientes,Farmácia Saúde Total,sucesso,,25,0.0
2026-01-07 11:16:58,conciliacao_bancaria,Varejo Online SA,falha,timeout_conexao,114,2.46
2026-01-07 13:38:51,exportacao_dados_erp,Distribuidora Sul,sucesso,,24,0.0
2026-01-07 13:47:05,monitoramento_sla,Construtora Horizonte,sucesso,,14,0.0
2026-01-07 14:29:54,geracao_proposta_comercial,Distribuidora Sul,sucesso,,38,0.0
2026-01-07 16:55:12,sincronizacao_crm,Indústria Metalplas,sucesso,,34,0.0
2026-01-07 17:27:09,sincronizacao_crm,Indústria Metalplas,sucesso,,19,0.0
2026-01-07 17:46:08,importacao_nf_fiscal,Farmácia Saúde Total,sucesso,,34,0.0
2026-01-07 18:42:50,envio_email_cobranca,Logística Express,sucesso,,16,0.0
2026-01-07 20:10:44,geracao_proposta_comercial,Construtora Horizonte,falha,timeout_conexao,104,1.06
2026-01-07 20:16:42,relatorio_mensal_clientes,Varejo Online SA,sucesso,,26,0.0
2026-01-07 21:22:21,atualizacao_cadastro_clientes,Varejo Online SA,sucesso,,37,0.0
2026-01-07 21:58:37,envio_email_cobranca,Distribuidora Sul,sucesso,,24,0.0
2026-01-07 22:37:21,importacao_nf_fiscal,Varejo Online SA,sucesso,,14,0.0
2026-01-07 22:58:29,relatorio_mensal_clientes,Clínica Bem Estar,sucesso,,17,0.0
2026-01-08 07:25:17,sincronizacao_crm,Construtora Horizonte,sucesso,,37,0.0
2026-01-08 08:09:48,sincronizacao_crm,Varejo Online SA,sucesso,,33,0.0
2026-01-08 08:20:38,envio_email_cobranca,Construtora Horizonte,sucesso,,45,0.0
2026-01-08 08:42:13,envio_relatorio_gerencial,Construtora Horizonte,falha,arquivo_nao_encontrado,45,2.97
2026-01-08 09:06:15,atualizacao_cadastro_clientes,Distribuidora Sul,sucesso,,31,0.0
2026-01-08 09:43:14,conciliacao_bancaria,Construtora Horizonte,sucesso,,43,0.0
2026-01-08 09:50:44,importacao_nf_fiscal,Varejo Online SA,sucesso,,43,0.0
2026-01-08 10:00:22,sincronizacao_crm,Indústria Metalplas,sucesso,,19,0.0
2026-01-08 10:34:16,envio_email_cobranca,Construtora Horizonte,sucesso,,9,0.0
2026-01-08 12:04:53,atualizacao_cadastro_clientes,Distribuidora Sul,sucesso,,22,0.0
2026-01-08 12:27:28,sincronizacao_crm,Logística Express,sucesso,,37,0.0
2026-01-08 14:03:08,monitoramento_sla,Indústria Metalplas,sucesso,,12,0.0
2026-01-08 15:29:41,relatorio_mensal_clientes,Construtora Horizonte,sucesso,,33,0.0
2026-01-08 15:41:26,importacao_nf_fiscal,Distribuidora Sul,falha,arquivo_nao_encontrado,7,2.99
2026-01-08 16:24:38,atualizacao_cadastro_clientes,Farmácia Saúde Total,sucesso,,35,0.0
2026-01-08 16:49:09,envio_relatorio_gerencial,Construtora Horizonte,sucesso,,17,0.0
2026-01-08 16:58:39,sincronizacao_crm,Clínica Bem Estar,falha,limite_api_atingido,108,2.75
2026-01-08 17:05:50,monitoramento_sla,Construtora Horizonte,sucesso,,15,0.0
2026-01-08 17:06:43,exportacao_dados_erp,Indústria Metalplas,sucesso,,30,0.0
2026-01-08 19:17:02,exportacao_dados_erp,Distribuidora Sul,sucesso,,23,0.0
2026-01-08 19:37:47,envio_email_cobranca,Logística Express,sucesso,,39,0.0
2026-01-08 19:43:06,conciliacao_bancaria,Clínica Bem Estar,sucesso,,12,0.0
2026-01-08 20:23:43,geracao_proposta_comercial,Indústria Metalplas,sucesso,,31,0.0
2026-01-08 21:28:49,exportacao_dados_erp,Indústria Metalplas,sucesso,,36,0.0
2026-01-08 22:14:39,relatorio_mensal_clientes,Clínica Bem Estar,sucesso,,41,0.0
2026-01-09 06:38:59,geracao_proposta_comercial,Construtora Horizonte,sucesso,,27,0.0
2026-01-09 07:14:25,envio_relatorio_gerencial,Construtora Horizonte,falha,arquivo_nao_encontrado,41,2.36
2026-01-09 07:18:38,geracao_proposta_comercial,Farmácia Saúde Total,sucesso,,40,0.0
2026-01-09 08:09:47,relatorio_mensal_clientes,Construtora Horizonte,sucesso,,21,0.0
2026-01-09 08:17:28,monitoramento_sla,Logística Express,sucesso,,34,0.0
2026-01-09 08:27:54,importacao_nf_fiscal,Distribuidora Sul,sucesso,,33,0.0
2026-01-09 08:56:03,envio_email_cobranca,Distribuidora Sul,sucesso,,11,0.0
2026-01-09 11:04:32,importacao_nf_fiscal,Indústria Metalplas,sucesso,,30,0.0
2026-01-09 11:08:24,atualizacao_cadastro_clientes,Clínica Bem Estar,sucesso,,43,0.0
2026-01-09 12:09:42,conciliacao_bancaria,Distribuidora Sul,sucesso,,30,0.0
2026-01-09 14:13:48,atualizacao_cadastro_clientes,Construtora Horizonte,sucesso,,15,0.0
2026-01-09 14:18:20,importacao_nf_fiscal,Construtora Horizonte,sucesso,,35,0.0
2026-01-09 15:43:43,envio_relatorio_gerencial,Logística Express,sucesso,,27,0.0
2026-01-09 16:10:51,envio_relatorio_gerencial,Logística Express,sucesso,,31,0.0
2026-01-09 16:22:00,envio_email_cobranca,Varejo Online SA,sucesso,,33,0.0
2026-01-09 16:42:07,monitoramento_sla,Farmácia Saúde Total,sucesso,,35,0.0
2026-01-09 17:04:25,relatorio_mensal_clientes,Logística Express,falha,timeout_conexao,120,2.62
2026-01-09 17:07:48,geracao_proposta_comercial,Indústria Metalplas,sucesso,,35,0.0
2026-01-09 17:09:43,conciliacao_bancaria,Construtora Horizonte,falha,credencial_expirada,13,1.44
2026-01-09 17:51:08,atualizacao_cadastro_clientes,Construtora Horizonte,sucesso,,43,0.0
2026-01-09 18:26:29,exportacao_dados_erp,Distribuidora Sul,sucesso,,28,0.0
2026-01-09 19:36:25,monitoramento_sla,Farmácia Saúde Total,sucesso,,9,0.0
2026-01-09 19:46:06,exportacao_dados_erp,Logística Express,sucesso,,24,0.0
2026-01-09 22:05:25,geracao_proposta_comercial,Clínica Bem Estar,sucesso,,29,0.0
2026-01-10 07:26:23,sincronizacao_crm,Logística Express,sucesso,,36,0.0
2026-01-10 08:11:49,conciliacao_bancaria,Logística Express,sucesso,,45,0.0
2026-01-10 08:21:06,atualizacao_cadastro_clientes,Clínica Bem Estar,sucesso,,24,0.0
2026-01-10 08:32:41,envio_email_cobranca,Construtora Horizonte,sucesso,,36,0.0
2026-01-10 10:09:04,geracao_proposta_comercial,Varejo Online SA,sucesso,,40,0.0
2026-01-10 10:10:11,envio_relatorio_gerencial,Varejo Online SA,sucesso,,36,0.0
2026-01-10 10:15:06,envio_email_cobranca,Farmácia Saúde Total,sucesso,,17,0.0
2026-01-10 10:21:05,envio_relatorio_gerencial,Clínica Bem Estar,sucesso,,30,0.0
2026-01-10 13:34:15,geracao_proposta_comercial,Varejo Online SA,sucesso,,20,0.0
2026-01-10 14:37:03,exportacao_dados_erp,Indústria Metalplas,falha,timeout_conexao,62,0.35
2026-01-10 15:11:13,exportacao_dados_erp,Varejo Online SA,sucesso,,22,0.0
2026-01-10 15:35:24,exportacao_dados_erp,Varejo Online SA,falha,credencial_expirada,92,2.99
2026-01-10 15:41:44,monitoramento_sla,Distribuidora Sul,sucesso,,13,0.0
2026-01-10 16:09:28,importacao_nf_fiscal,Logística Express,sucesso,,27,0.0
2026-01-10 17:53:18,importacao_nf_fiscal,Clínica Bem Estar,sucesso,,13,0.0
2026-01-10 18:26:49,exportacao_dados_erp,Clínica Bem Estar,sucesso,,29,0.0
2026-01-10 20:33:33,envio_relatorio_gerencial,Distribuidora Sul,sucesso,,26,0.0
2026-01-10 20:43:59,envio_relatorio_gerencial,Clínica Bem Estar,sucesso,,28,0.0
2026-01-10 20:58:51,envio_relatorio_gerencial,Clínica Bem Estar,sucesso,,38,0.0
2026-01-10 22:02:42,exportacao_dados_erp,Varejo Online SA,sucesso,,32,0.0
2026-01-10 22:05:41,monitoramento_sla,Indústria Metalplas,sucesso,,31,0.0
2026-01-10 22:09:03,conciliacao_bancaria,Construtora Horizonte,sucesso,,29,0.0
2026-01-10 22:24:29,envio_relatorio_gerencial,Indústria Metalplas,sucesso,,10,0.0
2026-01-11 06:24:55,conciliacao_bancaria,Construtora Horizonte,sucesso,,31,0.0
2026-01-11 06:26:03,monitoramento_sla,Indústria Metalplas,sucesso,,32,0.0
2026-01-11 06:40:32,envio_relatorio_gerencial,Distribuidora Sul,sucesso,,26,0.0
2026-01-11 07:41:30,exportacao_dados_erp,Indústria Metalplas,sucesso,,41,0.0
2026-01-11 08:23:14,relatorio_mensal_clientes,Farmácia Saúde Total,sucesso,,29,0.0
2026-01-11 08:33:23,importacao_nf_fiscal,Indústria Metalplas,sucesso,,40,0.0
2026-01-11 09:18:05,envio_email_cobranca,Farmácia Saúde Total,sucesso,,40,0.0
2026-01-11 09:49:37,exportacao_dados_erp,Distribuidora Sul,falha,timeout_conexao,72,2.49
2026-01-11 10:04:45,conciliacao_bancaria,Construtora Horizonte,falha,credencial_expirada,8,2.69
2026-01-11 10:08:02,geracao_proposta_comercial,Varejo Online SA,sucesso,,16,0.0
2026-01-11 10:53:27,importacao_nf_fiscal,Distribuidora Sul,sucesso,,30,0.0
2026-01-11 11:53:49,conciliacao_bancaria,Clínica Bem Estar,sucesso,,19,0.0
2026-01-11 13:26:40,envio_relatorio_gerencial,Logística Express,falha,credencial_expirada,110,1.89
2026-01-11 14:47:01,exportacao_dados_erp,Varejo Online SA,falha,credencial_expirada,33,2.06
2026-01-11 16:17:07,exportacao_dados_erp,Logística Express,sucesso,,36,0.0
2026-01-11 16:59:19,atualizacao_cadastro_clientes,Logística Express,sucesso,,42,0.0
2026-01-11 18:21:11,conciliacao_bancaria,Clínica Bem Estar,sucesso,,41,0.0
2026-01-11 19:00:39,exportacao_dados_erp,Distribuidora Sul,sucesso,,19,0.0
2026-01-11 19:10:52,sincronizacao_crm,Varejo Online SA,sucesso,,24,0.0
2026-01-11 20:29:49,geracao_proposta_comercial,Varejo Online SA,sucesso,,41,0.0
2026-01-11 21:16:02,sincronizacao_crm,Farmácia Saúde Total,sucesso,,11,0.0
2026-01-11 21:28:39,relatorio_mensal_clientes,Construtora Horizonte,falha,servidor_indisponivel,30,0.66
2026-01-11 22:27:07,geracao_proposta_comercial,Distribuidora Sul,sucesso,,11,0.0
2026-01-12 06:09:54,envio_relatorio_gerencial,Clínica Bem Estar,sucesso,,10,0.0
2026-01-12 07:04:42,monitoramento_sla,Farmácia Saúde Total,sucesso,,18,0.0
2026-01-12 07:38:09,conciliacao_bancaria,Farmácia Saúde Total,sucesso,,12,0.0
2026-01-12 08:46:27,importacao_nf_fiscal,Logística Express,sucesso,,19,0.0
2026-01-12 08:51:43,exportacao_dados_erp,Clínica Bem Estar,sucesso,,12,0.0
2026-01-12 09:01:47,envio_email_cobranca,Logística Express,sucesso,,43,0.0
2026-01-12 09:16:49,geracao_proposta_comercial,Clínica Bem Estar,sucesso,,26,0.0
2026-01-12 10:04:15,exportacao_dados_erp,Farmácia Saúde Total,sucesso,,44,0.0
2026-01-12 10:33:23,monitoramento_sla,Farmácia Saúde Total,sucesso,,23,0.0
2026-01-12 10:39:56,importacao_nf_fiscal,Construtora Horizonte,sucesso,,38,0.0
2026-01-12 10:56:53,atualizacao_cadastro_clientes,Clínica Bem Estar,sucesso,,16,0.0
2026-01-12 15:10:10,exportacao_dados_erp,Clínica Bem Estar,falha,timeout_conexao,69,2.58
2026-01-12 15:20:06,importacao_nf_fiscal,Farmácia Saúde Total,sucesso,,27,0.0
2026-01-12 15:57:19,envio_email_cobranca,Clínica Bem Estar,sucesso,,19,0.0
2026-01-12 16:41:04,conciliacao_bancaria,Logística Express,sucesso,,30,0.0
2026-01-12 17:32:14,importacao_nf_fiscal,Distribuidora Sul,sucesso,,23,0.0
2026-01-12 19:32:58,relatorio_mensal_clientes,Varejo Online SA,sucesso,,17,0.0
2026-01-12 20:02:46,exportacao_dados_erp,Indústria Metalplas,sucesso,,25,0.0
2026-01-12 20:38:45,monitoramento_sla,Distribuidora Sul,sucesso,,30,0.0
2026-01-12 21:01:23,atualizacao_cadastro_clientes,Indústria Metalplas,sucesso,,43,0.0
2026-01-12 21:12:07,envio_email_cobranca,Varejo Online SA,falha,campo_obrigatorio_vazio,25,1.47
2026-01-12 22:26:49,monitoramento_sla,Varejo Online SA,sucesso,,16,0.0
2026-01-13 07:18:24,envio_relatorio_gerencial,Logística Express,sucesso,,18,0.0
2026-01-13 07:52:55,relatorio_mensal_clientes,Construtora Horizonte,falha,servidor_indisponivel,85,1.84
2026-01-13 08:32:41,envio_email_cobranca,Indústria Metalplas,sucesso,,17,0.0
2026-01-13 10:20:59,envio_relatorio_gerencial,Farmácia Saúde Total,sucesso,,27,0.0
